lq_name,epoch,unit_guid,unit_name,unit_class,start_time,damage_state,parent_unit_guid,parent_unit_name,target_unit_guid,target_unit_name
自动想定机型-图2米3苏4-反辐射,27,d16b63b8-8c9a-41c4-8031-44197e691572,AIM-120D型先进中程空空导弹 P3I.4 #146,AIM-120D型先进中程空空导弹 P3I.4,1644551348,1644551428,0,bcecab0a-6941-4db0-8fb9-49ae9a8a6549,F-35C #1,69e2e3e9-73a1-4405-8b7a-de543fac488b,导弹1 #1
自动想定机型-图2米3苏4-反辐射,27,b3481aae-b85e-4550-b5ce-115e22ef25f0,AIM-120C-5型先进中程空空导弹 P3I.2 #147,AIM-120C-5型先进中程空空导弹 P3I.2,1644551364,1644551459,0,b7bda9c0-415f-420f-ad32-a676c136dc0c,F/A-18 #3,a91dea35-f0cd-4ddc-a60d-51196dd2c89c,米格-29K #3
自动想定机型-图2米3苏4-反辐射,27,5d2e7ded-40ce-43c9-9b42-8069350695c0,R-77-1型“蝰蛇”空空导弹[RVV-SD，北约代号：AA-12] #148,R-77-1型“蝰蛇”空空导弹[RVV-SD，北约代号：AA-12],1644551365,1644551460,0,f472b7ee-f931-4ad7-bd69-28ead40f3caa,米格-29K #2,b7bda9c0-415f-420f-ad32-a676c136dc0c,F/A-18 #3
自动想定机型-图2米3苏4-反辐射,27,85d2c757-4994-4bb7-83a1-e5af4cda74a4,AIM-120C-5型先进中程空空导弹 P3I.2 #149,AIM-120C-5型先进中程空空导弹 P3I.2,1644551369,1644551459,0,b7bda9c0-415f-420f-ad32-a676c136dc0c,F/A-18 #3,a91dea35-f0cd-4ddc-a60d-51196dd2c89c,米格-29K #3
自动想定机型-图2米3苏4-反辐射,27,2f33f0b0-e12a-4733-afa5-c5bc22209354,R-77-1型“蝰蛇”空空导弹[RVV-SD，北约代号：AA-12] #150,R-77-1型“蝰蛇”空空导弹[RVV-SD，北约代号：AA-12],1644551370,1644551465,0,f472b7ee-f931-4ad7-bd69-28ead40f3caa,米格-29K #2,b7bda9c0-415f-420f-ad32-a676c136dc0c,F/A-18 #3
自动想定机型-图2米3苏4-反辐射,27,a928a6ca-7042-4a61-8a8c-edb8aad639c5,AIM-120C-5型先进中程空空导弹 P3I.2 #151,AIM-120C-5型先进中程空空导弹 P3I.2,1644551410,1644551503,0,b6ab7a14-feb4-4055-b522-2ae09f08d172,F/A-18 #2,c796905d-85cc-4d2f-b24c-186db2e32f84,苏-34 #4
自动想定机型-图2米3苏4-反辐射,27,eca31cfd-9933-4f22-82f6-d3c8fa3ca38a,AIM-120C-5型先进中程空空导弹 P3I.2 #152,AIM-120C-5型先进中程空空导弹 P3I.2,1644551415,1644551506,0,b6ab7a14-feb4-4055-b522-2ae09f08d172,F/A-18 #2,c796905d-85cc-4d2f-b24c-186db2e32f84,苏-34 #4
自动想定机型-图2米3苏4-反辐射,27,8a52a78e-bfb2-470a-94bc-be1788d6823e,AIM-120D型先进中程空空导弹 P3I.4 #153,AIM-120D型先进中程空空导弹 P3I.4,1644551430,1644551499,0,bcecab0a-6941-4db0-8fb9-49ae9a8a6549,F-35C #1,69e2e3e9-73a1-4405-8b7a-de543fac488b,导弹1 #1
自动想定机型-图2米3苏4-反辐射,27,9d9ca100-58a3-4a48-86e1-a009d751c3b2,R-77-1型“蝰蛇”空空导弹[RVV-SD，北约代号：AA-12] #154,R-77-1型“蝰蛇”空空导弹[RVV-SD，北约代号：AA-12],1644551460,1644551555,0,b75e894f-f62e-4b3e-aa0e-5a15510a01d6,米格-29K #1,b6ab7a14-feb4-4055-b522-2ae09f08d172,F/A-18 #2
自动想定机型-图2米3苏4-反辐射,27,a6b94d49-c42c-45ed-a1a1-c14bdbed9350,R-77-1型“蝰蛇”空空导弹[RVV-SD，北约代号：AA-12] #155,R-77-1型“蝰蛇”空空导弹[RVV-SD，北约代号：AA-12],1644551465,1644551556,0,b75e894f-f62e-4b3e-aa0e-5a15510a01d6,米格-29K #1,b6ab7a14-feb4-4055-b522-2ae09f08d172,F/A-18 #2
自动想定机型-图2米3苏4-反辐射,27,3cca0c5a-3a72-4470-a7b6-ea253be2369d,AIM-120C-5型先进中程空空导弹 P3I.2 #156,AIM-120C-5型先进中程空空导弹 P3I.2,1644551501,1644551561,0,8af30eb1-7423-4552-b484-7797099e137b,F/A-18 #4,69e2e3e9-73a1-4405-8b7a-de543fac488b,导弹1 #1
自动想定机型-图2米3苏4-反辐射,27,b43ac2e2-7f94-4e5f-b1e5-e45810a9a6fa,AS-20 Kayak [Kh-35U Star] #157,AS-20 Kayak [Kh-35U Star],1644551503,1644552462,0,f472b7ee-f931-4ad7-bd69-28ead40f3caa,米格-29K #2,df6c9f0e-5ea6-4c50-8af5-fc00531caca4,DDG 1
自动想定机型-图2米3苏4-反辐射,27,d371f0c5-847b-4b70-b56a-9e5f27f9fa84,AS-20 Kayak [Kh-35U Star] #158,AS-20 Kayak [Kh-35U Star],1644551508,1644552420,0,f472b7ee-f931-4ad7-bd69-28ead40f3caa,米格-29K #2,df6c9f0e-5ea6-4c50-8af5-fc00531caca4,DDG 1
自动想定机型-图2米3苏4-反辐射,27,b8b4c0c2-c892-4279-b55f-e69290e1bbac,AS-20 Kayak [Kh-35U Star] #159,AS-20 Kayak [Kh-35U Star],1644551511,1644552387,0,b75e894f-f62e-4b3e-aa0e-5a15510a01d6,米格-29K #1,df6c9f0e-5ea6-4c50-8af5-fc00531caca4,DDG 1
自动想定机型-图2米3苏4-反辐射,27,21255083-699e-45a6-a0ff-702a98f08e45,AS-20 Kayak [Kh-35U Star] #161,AS-20 Kayak [Kh-35U Star],1644551516,1644552413,0,c796905d-85cc-4d2f-b24c-186db2e32f84,苏-34 #4,df6c9f0e-5ea6-4c50-8af5-fc00531caca4,DDG 1
自动想定机型-图2米3苏4-反辐射,27,ba5533d8-4ace-40c3-a424-8228b5bd0b74,AS-20 Kayak [Kh-35U Star] #160,AS-20 Kayak [Kh-35U Star],1644551516,1644552467,0,b75e894f-f62e-4b3e-aa0e-5a15510a01d6,米格-29K #1,df6c9f0e-5ea6-4c50-8af5-fc00531caca4,DDG 1
自动想定机型-图2米3苏4-反辐射,27,d1377a86-e8bc-4014-9ede-3d92e54c85b4,AS-20 Kayak [Kh-35U Star] #163,AS-20 Kayak [Kh-35U Star],1644551521,1644552405,0,02b52b1c-1b47-4bf9-8517-06a2a690a731,苏-34 #3,df6c9f0e-5ea6-4c50-8af5-fc00531caca4,DDG 1
自动想定机型-图2米3苏4-反辐射,27,9a1a09d4-02d2-4bf9-b0e7-814bb9a11164,AS-20 Kayak [Kh-35U Star] #162,AS-20 Kayak [Kh-35U Star],1644551521,1644552416,0,c796905d-85cc-4d2f-b24c-186db2e32f84,苏-34 #4,df6c9f0e-5ea6-4c50-8af5-fc00531caca4,DDG 1
自动想定机型-图2米3苏4-反辐射,27,108fdb29-555d-41a5-9164-c2fba6ec2ae1,AS-20 Kayak [Kh-35U Star] #164,AS-20 Kayak [Kh-35U Star],1644551526,1644552489,0,02b52b1c-1b47-4bf9-8517-06a2a690a731,苏-34 #3,df6c9f0e-5ea6-4c50-8af5-fc00531caca4,DDG 1
自动想定机型-图2米3苏4-反辐射,27,553db946-4421-4867-b493-0059e1d4bc60,AS-20 Kayak [Kh-35U Star] #165,AS-20 Kayak [Kh-35U Star],1644551575,1644552543,0,db248fec-f30f-4fbf-8608-4e21b6acfba3,苏-34 #2,df6c9f0e-5ea6-4c50-8af5-fc00531caca4,DDG 1
自动想定机型-图2米3苏4-反辐射,27,b270ff61-4836-4ef0-93c7-2e00c2f95d33,AS-20 Kayak [Kh-35U Star] #166,AS-20 Kayak [Kh-35U Star],1644551576,1644552544,0,88f83b76-c455-441d-907a-c3d0399d6393,苏-34 #1,df6c9f0e-5ea6-4c50-8af5-fc00531caca4,DDG 1
自动想定机型-图2米3苏4-反辐射,27,76ed70df-f63e-4bbc-afc6-92a728627fbb,AS-20 Kayak [Kh-35U Star] #167,AS-20 Kayak [Kh-35U Star],1644551580,1644552542,0,db248fec-f30f-4fbf-8608-4e21b6acfba3,苏-34 #2,df6c9f0e-5ea6-4c50-8af5-fc00531caca4,DDG 1
自动想定机型-图2米3苏4-反辐射,27,942f5402-b7b2-445f-9dd2-3c34f92d2b1a,AS-20 Kayak [Kh-35U Star] #168,AS-20 Kayak [Kh-35U Star],1644551581,1644552544,0,88f83b76-c455-441d-907a-c3d0399d6393,苏-34 #1,df6c9f0e-5ea6-4c50-8af5-fc00531caca4,DDG 1
自动想定机型-图2米3苏4-反辐射,27,561bda53-91ce-4f44-a657-94cbe7e407c5,AIM-120C-5型先进中程空空导弹 P3I.2 #169,AIM-120C-5型先进中程空空导弹 P3I.2,1644551621,1644551712,0,8af30eb1-7423-4552-b484-7797099e137b,F/A-18 #4,d9a9af0d-ebdf-470f-8ba9-2ecff75940dd,导弹1 #2
自动想定机型-图2米3苏4-反辐射,27,ea7cb089-dafd-4e86-96c8-9e7fd2c17c4d,霹雳-10型空对空导弹 #170,霹雳-10型空对空导弹,1644551780,1644551803,0,d9a9af0d-ebdf-470f-8ba9-2ecff75940dd,导弹1 #2,5467587c-a9d2-4805-91f2-7d6e343d4471,E-2C #1
自动想定机型-图2米3苏4-反辐射,27,7e91057a-e600-46c7-a55a-1d3889bb6242,AIM-9M型“响尾蛇”空空导弹 #171,AIM-9M型“响尾蛇”空空导弹,1644551818,1644551844,0,8af30eb1-7423-4552-b484-7797099e137b,F/A-18 #4,d9a9af0d-ebdf-470f-8ba9-2ecff75940dd,导弹1 #2
自动想定机型-图2米3苏4-反辐射,27,6c086df4-17ab-41c6-812a-279fcd8cb1a2,霹雳-10型空对空导弹 #172,霹雳-10型空对空导弹,1644551819,1644551845,0,d9a9af0d-ebdf-470f-8ba9-2ecff75940dd,导弹1 #2,8af30eb1-7423-4552-b484-7797099e137b,F/A-18 #4
自动想定机型-图2米3苏4-反辐射,27,5c7ed833-91d0-43b3-89f9-25dbb699b01b,AIM-120D型先进中程空空导弹 P3I.4 #173,AIM-120D型先进中程空空导弹 P3I.4,1644551880,1644551986,0,bcecab0a-6941-4db0-8fb9-49ae9a8a6549,F-35C #1,d9a9af0d-ebdf-470f-8ba9-2ecff75940dd,导弹1 #2
自动想定机型-图2米3苏4-反辐射,27,74a77b15-bb46-401d-b6cd-f6a82909f051,RIM-162A #174,RIM-162A,1644552082,1644552134,0,df6c9f0e-5ea6-4c50-8af5-fc00531caca4,DDG 1,d9a9af0d-ebdf-470f-8ba9-2ecff75940dd,导弹1 #2
自动想定机型-图2米3苏4-反辐射,27,ccc61bd1-aa5a-4280-9cc3-5ce08afa8d0d,RIM-162A #175,RIM-162A,1644552135,1644552178,0,df6c9f0e-5ea6-4c50-8af5-fc00531caca4,DDG 1,d9a9af0d-ebdf-470f-8ba9-2ecff75940dd,导弹1 #2
自动想定机型-图2米3苏4-反辐射,27,2d2884d7-4030-49a4-8aab-ba557072cdd0,RIM-162A #176,RIM-162A,1644552180,1644552216,0,df6c9f0e-5ea6-4c50-8af5-fc00531caca4,DDG 1,d9a9af0d-ebdf-470f-8ba9-2ecff75940dd,导弹1 #2
自动想定机型-图2米3苏4-反辐射,27,779c6806-ae6e-435d-a2c2-fe3c5e135cd9,AIM-120C-7型先进中程空空导弹 P3I.3 #177,AIM-120C-7型先进中程空空导弹 P3I.3,1644552307,1644552414,0,cc3a66c0-0959-4c82-8aab-9efa9955933b,ea-18 #1,8af30eb1-7423-4552-b484-7797099e137b,F/A-18 #4
自动想定机型-图2米3苏4-反辐射,27,a644461d-f1c1-44a6-9640-9ba70ed23e4d,AIM-120C-7型先进中程空空导弹 P3I.3 #178,AIM-120C-7型先进中程空空导弹 P3I.3,1644552312,1644552415,0,cc3a66c0-0959-4c82-8aab-9efa9955933b,ea-18 #1,8af30eb1-7423-4552-b484-7797099e137b,F/A-18 #4
自动想定机型-图2米3苏4-反辐射,27,139ae69e-7f4c-45d3-9fb6-92522bcfb51f,RIM-162A #179,RIM-162A,1644552347,1644552376,0,df6c9f0e-5ea6-4c50-8af5-fc00531caca4,DDG 1,d371f0c5-847b-4b70-b56a-9e5f27f9fa84,AS-20 Kayak [Kh-35U Star] #158
自动想定机型-图2米3苏4-反辐射,27,7b53a0b7-ee60-4601-80d0-4c80f9b0dd0f,RIM-162A #180,RIM-162A,1644552351,1644552380,0,df6c9f0e-5ea6-4c50-8af5-fc00531caca4,DDG 1,b43ac2e2-7f94-4e5f-b1e5-e45810a9a6fa,AS-20 Kayak [Kh-35U Star] #157
自动想定机型-图2米3苏4-反辐射,27,3d5d699f-22b5-49e7-a5d7-6bc7efadd373,RIM-162A #181,RIM-162A,1644552357,1644552386,0,df6c9f0e-5ea6-4c50-8af5-fc00531caca4,DDG 1,ba5533d8-4ace-40c3-a424-8228b5bd0b74,AS-20 Kayak [Kh-35U Star] #160
自动想定机型-图2米3苏4-反辐射,27,ef8a1b23-33ec-4d42-80b3-8c173c769d32,RIM-162A #182,RIM-162A,1644552358,1644552387,0,df6c9f0e-5ea6-4c50-8af5-fc00531caca4,DDG 1,b8b4c0c2-c892-4279-b55f-e69290e1bbac,AS-20 Kayak [Kh-35U Star] #159
自动想定机型-图2米3苏4-反辐射,27,505e6368-217e-4009-8bd0-59435c747049,RIM-162A #183,RIM-162A,1644552360,1644552389,0,df6c9f0e-5ea6-4c50-8af5-fc00531caca4,DDG 1,21255083-699e-45a6-a0ff-702a98f08e45,AS-20 Kayak [Kh-35U Star] #161
自动想定机型-图2米3苏4-反辐射,27,80a46e06-2cc0-4dbd-bd83-768074c1f5a7,RIM-162A #184,RIM-162A,1644552361,1644552390,0,df6c9f0e-5ea6-4c50-8af5-fc00531caca4,DDG 1,9a1a09d4-02d2-4bf9-b0e7-814bb9a11164,AS-20 Kayak [Kh-35U Star] #162
自动想定机型-图2米3苏4-反辐射,27,98eca795-55c3-410b-a952-c9ee19a68188,RIM-162A #185,RIM-162A,1644552376,1644552405,0,df6c9f0e-5ea6-4c50-8af5-fc00531caca4,DDG 1,d1377a86-e8bc-4014-9ede-3d92e54c85b4,AS-20 Kayak [Kh-35U Star] #163
自动想定机型-图2米3苏4-反辐射,27,db238d09-3f72-4dd3-8254-c8d7f0a8ed56,RIM-162A #186,RIM-162A,1644552377,1644552406,0,df6c9f0e-5ea6-4c50-8af5-fc00531caca4,DDG 1,108fdb29-555d-41a5-9164-c2fba6ec2ae1,AS-20 Kayak [Kh-35U Star] #164
自动想定机型-图2米3苏4-反辐射,27,1bfdbfae-aecb-4ed3-8a15-d9f81c1f367f,RIM-162A #187,RIM-162A,1644552380,1644552402,0,df6c9f0e-5ea6-4c50-8af5-fc00531caca4,DDG 1,d371f0c5-847b-4b70-b56a-9e5f27f9fa84,AS-20 Kayak [Kh-35U Star] #158
自动想定机型-图2米3苏4-反辐射,27,15d4ae1d-a270-436b-b972-f93c940a2dfb,RIM-162A #188,RIM-162A,1644552383,1644552406,0,df6c9f0e-5ea6-4c50-8af5-fc00531caca4,DDG 1,b43ac2e2-7f94-4e5f-b1e5-e45810a9a6fa,AS-20 Kayak [Kh-35U Star] #157
自动想定机型-图2米3苏4-反辐射,27,8ee52e37-1ae3-4d17-9ab6-b9d622c4712d,RIM-162A #189,RIM-162A,1644552388,1644552411,0,df6c9f0e-5ea6-4c50-8af5-fc00531caca4,DDG 1,ba5533d8-4ace-40c3-a424-8228b5bd0b74,AS-20 Kayak [Kh-35U Star] #160
自动想定机型-图2米3苏4-反辐射,27,e5da8607-619d-4d72-8deb-a92ead131d6b,RIM-162A #190,RIM-162A,1644552391,1644552413,0,df6c9f0e-5ea6-4c50-8af5-fc00531caca4,DDG 1,21255083-699e-45a6-a0ff-702a98f08e45,AS-20 Kayak [Kh-35U Star] #161
自动想定机型-图2米3苏4-反辐射,27,867a77c1-a85a-4207-89aa-ce8ed8f4fd87,RIM-162A #191,RIM-162A,1644552394,1644552416,0,df6c9f0e-5ea6-4c50-8af5-fc00531caca4,DDG 1,9a1a09d4-02d2-4bf9-b0e7-814bb9a11164,AS-20 Kayak [Kh-35U Star] #162
自动想定机型-图2米3苏4-反辐射,27,127e9c7f-9418-44d6-834a-0e65c4071e21,RIM-162A #192,RIM-162A,1644552404,1644552420,0,df6c9f0e-5ea6-4c50-8af5-fc00531caca4,DDG 1,d371f0c5-847b-4b70-b56a-9e5f27f9fa84,AS-20 Kayak [Kh-35U Star] #158
自动想定机型-图2米3苏4-反辐射,27,aea5a246-66f1-4d8e-8438-396bdde80963,RIM-162A #193,RIM-162A,1644552408,1644552424,0,df6c9f0e-5ea6-4c50-8af5-fc00531caca4,DDG 1,b43ac2e2-7f94-4e5f-b1e5-e45810a9a6fa,AS-20 Kayak [Kh-35U Star] #157
自动想定机型-图2米3苏4-反辐射,27,f98a5b8b-a661-4ee9-941b-3a67606d2ae4,RIM-162A #194,RIM-162A,1644552411,1644552433,0,df6c9f0e-5ea6-4c50-8af5-fc00531caca4,DDG 1,108fdb29-555d-41a5-9164-c2fba6ec2ae1,AS-20 Kayak [Kh-35U Star] #164
自动想定机型-图2米3苏4-反辐射,27,592fd3ff-ed3f-4d5c-b9a7-ef63c236b590,RIM-162A #195,RIM-162A,1644552414,1644552430,0,df6c9f0e-5ea6-4c50-8af5-fc00531caca4,DDG 1,ba5533d8-4ace-40c3-a424-8228b5bd0b74,AS-20 Kayak [Kh-35U Star] #160
lq_name,epoch,unit_guid,unit_name,unit_class,start_time,damage_state,parent_unit_guid,parent_unit_name,target_unit_guid,target_unit_name
自动想定机型-图2米3苏4-反辐射,28,d7d270d9-5715-402e-9a46-1ba18c589ac3,米格-29K #4,米格-29K型“支点-D”舰载战斗机,1644550410,,0,,,,
自动想定机型-图2米3苏4-反辐射,28,9e6c6481-ae1e-462b-9fdf-2c0dbefbfbdc,MQ-8C #2,MQ-8C型火力-X无人机,1644550410,,0,,,,
自动想定机型-图2米3苏4-反辐射,28,f472b7ee-f931-4ad7-bd69-28ead40f3caa,米格-29K #2,米格-29K型“支点-D”舰载战斗机,1644550410,1644551612,0,,,,
自动想定机型-图2米3苏4-反辐射,28,2786e7ec-6902-4c44-9b57-56513ada72fa,图22* #4,图-22M-3M型“逆火”C轰炸机,1644550410,,0,,,,
自动想定机型-图2米3苏4-反辐射,28,b705ae5a-96c6-4d72-88bf-c16c9db5fe7b,MQ-9B #2,MQ-9B型“收割者”无人机,1644550410,,0,,,,
自动想定机型-图2米3苏4-反辐射,28,8744f161-8754-4b40-9540-da88d6b89513,图22* #7,图-22M-3M型“逆火”C轰炸机,1644550410,,0,,,,
自动想定机型-图2米3苏4-反辐射,28,6a9296de-bacd-4144-809d-2594e73d4235,图-22 #2,图-22M-3M型“逆火”C轰炸机,1644550410,,0,,,,
自动想定机型-图2米3苏4-反辐射,28,737fd795-8cb7-46ac-88eb-1bd330a7ccb9,图22* #3,图-22M-3M型“逆火”C轰炸机,1644550410,,0,,,,
自动想定机型-图2米3苏4-反辐射,28,4ca5e0f3-4e7b-486e-8c0f-58bed7a500e5,图22* #8,图-22M-3M型“逆火”C轰炸机,1644550410,,0,,,,
自动想定机型-图2米3苏4-反辐射,28,df50b52d-6990-45b9-8c7d-03150c9e13e0,图22* #9,图-22M-3M型“逆火”C轰炸机,1644550410,,0,,,,
自动想定机型-图2米3苏4-反辐射,28,a0bfdb37-d2c4-4cc6-a833-a3820e2c1780,图22* #10,图-22M-3M型“逆火”C轰炸机,1644550410,,0,,,,
自动想定机型-图2米3苏4-反辐射,28,d9a9af0d-ebdf-470f-8ba9-2ecff75940dd,导弹1 #2,KGD弹药投射型无人机,1644550410,1644551134,0,,,,
自动想定机型-图2米3苏4-反辐射,28,d11510af-5dc4-4a6e-bced-f1bf70b5e215,图22* #1,图-22M-3M型“逆火”C轰炸机,1644550410,,0,,,,
自动想定机型-图2米3苏4-反辐射,28,69e2e3e9-73a1-4405-8b7a-de543fac488b,导弹1 #1,KGD弹药投射型无人机,1644550410,1644551298,0,,,,
自动想定机型-图2米3苏4-反辐射,28,909aa5df-2129-46ec-be53-92e6a74a2746,MQ-8C #1,MQ-8C型火力-X无人机,1644550410,,0,,,,
自动想定机型-图2米3苏4-反辐射,28,07b15e5e-52c5-449a-9881-b638bcf0dd04,B-1B #1,B-1B型“枪骑兵”轰炸机,1644550410,,0,,,,
自动想定机型-图2米3苏4-反辐射,28,7a7586c2-fc20-417b-8891-8483e760d481,MQ-25 #1,MQ-25A型“黄貂鱼”舰载无人攻击机],1644550410,,0,,,,
自动想定机型-图2米3苏4-反辐射,28,ac663370-d9e6-47d3-a143-6660c018e30b,图22* #11,图-22M-3M型“逆火”C轰炸机,1644550410,,0,,,,
自动想定机型-图2米3苏4-反辐射,28,5467587c-a9d2-4805-91f2-7d6e343d4471,E-2C #1,"E-2C型""鹰眼""2000预警机",1644550410,,0,,,,
自动想定机型-图2米3苏4-反辐射,28,bcecab0a-6941-4db0-8fb9-49ae9a8a6549,F-35C #1,F-35C型“闪电II”战斗机,1644550410,,0,,,,
自动想定机型-图2米3苏4-反辐射,28,b6ab7a14-feb4-4055-b522-2ae09f08d172,F/A-18 #2,F/A-18A+ 型“大黄蜂”战斗机,1644550410,1644551590,0,,,,
自动想定机型-图2米3苏4-反辐射,28,771caa6e-00fc-495c-959a-dd633a14d53b,图22* #5,图-22M-3M型“逆火”C轰炸机,1644550410,,0,,,,
自动想定机型-图2米3苏4-反辐射,28,c796905d-85cc-4d2f-b24c-186db2e32f84,苏-34 #4,苏-34“鸭嘴兽”攻击机,1644550410,,0,,,,
自动想定机型-图2米3苏4-反辐射,28,02b52b1c-1b47-4bf9-8517-06a2a690a731,苏-34 #3,苏-34“鸭嘴兽”攻击机,1644550410,,0,,,,
自动想定机型-图2米3苏4-反辐射,28,4e4860cd-3c50-4e7c-bce9-15c71905e24d,A-50U #1,A-50U型预警机,1644550410,,0,,,,
自动想定机型-图2米3苏4-反辐射,28,42f60fd1-226c-457e-ae66-48b9ed980136,B-2A #1,B-2A型“幽灵”隐形轰炸机,1644550410,,0,,,,
自动想定机型-图2米3苏4-反辐射,28,427ec7f8-1fac-487b-bc6f-f56778cb2dae,B-52H #1,"B-52H型""同温层堡垒""轰炸机",1644550410,,0,,,,
自动想定机型-图2米3苏4-反辐射,28,5d8c032f-f77f-42d1-83ea-d0e4f564c55e,米格-29-2 #2,米格-29KUB “支点D”战斗机,1644550410,1644551386,0,,,,
自动想定机型-图2米3苏4-反辐射,28,938e5016-6e7e-49c7-b4b8-22ff8356caa8,护航UAV #2,KGD弹药投射型无人机,1644550410,,0,,,,
自动想定机型-图2米3苏4-反辐射,28,db248fec-f30f-4fbf-8608-4e21b6acfba3,苏-34 #2,苏-34“鸭嘴兽”攻击机,1644550410,,0,,,,
自动想定机型-图2米3苏4-反辐射,28,cc3a66c0-0959-4c82-8aab-9efa9955933b,ea-18 #1,EA-18G 咆哮者,1644550410,,0,,,,
自动想定机型-图2米3苏4-反辐射,28,8d0b164a-e4c1-4bc0-9eb1-847249f14b56,F-35C #2,F-35C型“闪电II”战斗机,1644550410,,0,,,,
自动想定机型-图2米3苏4-反辐射,28,b75e894f-f62e-4b3e-aa0e-5a15510a01d6,米格-29K #1,米格-29K型“支点-D”舰载战斗机,1644550410,,0,,,,
自动想定机型-图2米3苏4-反辐射,28,b0eb9e6d-6ab7-4ed4-a2db-30e3f7e1f3e7,伊尔-22  #1,伊尔-22PP型“伐木人”电子情报收集,1644550410,,0,,,,
自动想定机型-图2米3苏4-反辐射,28,8af30eb1-7423-4552-b484-7797099e137b,F/A-18 #4,F/A-18A+ 型“大黄蜂”战斗机,1644550410,1644551742,0,,,,
自动想定机型-图2米3苏4-反辐射,28,88f83b76-c455-441d-907a-c3d0399d6393,苏-34 #1,苏-34“鸭嘴兽”攻击机,1644550410,,0,,,,
自动想定机型-图2米3苏4-反辐射,28,b60f47a2-7913-4f5a-b039-8bbe29000f01,MQ-9B #1,MQ-9B型“收割者”无人机,1644550410,,0,,,,
自动想定机型-图2米3苏4-反辐射,28,9e94718f-bd3a-4fbb-8217-6326cb87c895,RQ-4B #1,RQ-4B型”全球鹰“无人机,1644550410,,0,,,,
自动想定机型-图2米3苏4-反辐射,28,8993e023-89ae-49a1-b134-14e50a19eb04,米格-29-2 #3,米格-29KUB “支点D”战斗机,1644550410,,0,,,,
自动想定机型-图2米3苏4-反辐射,28,a91dea35-f0cd-4ddc-a60d-51196dd2c89c,米格-29K #3,米格-29K型“支点-D”舰载战斗机,1644550410,,0,,,,
自动想定机型-图2米3苏4-反辐射,28,dd3c8886-162f-4c11-87d1-79e5277ccc45,图22* #2,图-22M-3M型“逆火”C轰炸机,1644550410,,0,,,,
自动想定机型-图2米3苏4-反辐射,28,b7bda9c0-415f-420f-ad32-a676c136dc0c,F/A-18 #3,F/A-18A+ 型“大黄蜂”战斗机,1644550410,,0,,,,
自动想定机型-图2米3苏4-反辐射,28,c9c8a95b-7905-44b0-8a80-9cc6c3c46cd8,米格-29-2 #1,米格-29KUB “支点D”战斗机,1644550410,1644551241,0,,,,
自动想定机型-图2米3苏4-反辐射,28,197e92d6-9cf2-4a59-995a-7bfb62637ebe,F/A-18 #1,F/A-18A+ 型“大黄蜂”战斗机,1644550410,,0,,,,
自动想定机型-图2米3苏4-反辐射,28,3ffff5c6-5fb9-48a2-a573-f247825a2937,RQ-21 #1,RQ-21A型“黑杰克”Blk II无人机,1644550410,,0,,,,
自动想定机型-图2米3苏4-反辐射,28,2f8bf73f-8d4f-4793-b3cd-6849485cafd7,图22* #6,图-22M-3M型“逆火”C轰炸机,1644550410,,0,,,,
自动想定机型-图2米3苏4-反辐射,28,d0434bdd-b1cb-42f6-9bdc-1e5672f38d95,护航UAV #1,KGD弹药投射型无人机,1644550410,,0,,,,
自动想定机型-图2米3苏4-反辐射,28,2571e7ab-cfca-4147-904f-111c74c771c4,图-22 #1,图-22M-3M型“逆火”C轰炸机,1644550410,,0,,,,
自动想定机型-图2米3苏4-反辐射,28,df6c9f0e-5ea6-4c50-8af5-fc00531caca4,DDG 1,DDG 51 Arleigh Burke [Arleigh Burke Flight I],1644550410,,100,,,,
自动想定机型-图2米3苏4-反辐射,28,1469f2ac-e7b6-4aca-9c36-ba9346ecb2a0,AS-4 Kitchen D [Kh-32] #130,AS-4 Kitchen D [Kh-32],1644551017,1644551345,0,6a9296de-bacd-4144-809d-2594e73d4235,图-22 #2,df6c9f0e-5ea6-4c50-8af5-fc00531caca4,DDG 1
自动想定机型-图2米3苏4-反辐射,28,e3e9662f-49fe-470e-8829-ad581491efd5,AS-4 Kitchen D [Kh-32] #129,AS-4 Kitchen D [Kh-32],1644551017,1644551380,0,2571e7ab-cfca-4147-904f-111c74c771c4,图-22 #1,df6c9f0e-5ea6-4c50-8af5-fc00531caca4,DDG 1
自动想定机型-图2米3苏4-反辐射,28,c7d4fa55-28d9-4c06-9b48-7c8f7de79288,AIM-120C-5型先进中程空空导弹 P3I.2 #131,AIM-120C-5型先进中程空空导弹 P3I.2,1644551051,1644551134,0,b6ab7a14-feb4-4055-b522-2ae09f08d172,F/A-18 #2,d9a9af0d-ebdf-470f-8ba9-2ecff75940dd,导弹1 #2
自动想定机型-图2米3苏4-反辐射,28,490d1663-5e8f-4d90-848e-c7bfd2a5f8e4,AIM-120C-5型先进中程空空导弹 P3I.2 #132,AIM-120C-5型先进中程空空导弹 P3I.2,1644551071,1644551163,0,b6ab7a14-feb4-4055-b522-2ae09f08d172,F/A-18 #2,69e2e3e9-73a1-4405-8b7a-de543fac488b,导弹1 #1
